,date,adj_close
0,2018-04-28,9407.040039
1,2018-04-29,9248.450195
2,2018-04-30,9077.280273
3,2018-05-01,9232.19043
4,2018-05-02,9745.040039
5,2018-05-03,9699.610352
6,2018-05-04,9845.900391
7,2018-05-05,9644.919922
8,2018-05-06,9377.80957
9,2018-05-07,9196.129883
10,2018-05-08,9321.160156
11,2018-05-09,9032.219727
12,2018-05-10,8421.0
13,2018-05-11,8486.669922
14,2018-05-12,8709.459961
15,2018-05-13,8672.900391
16,2018-05-14,8480.160156
17,2018-05-15,8344.780273
18,2018-05-16,8071.040039
19,2018-05-17,8247.910156
20,2018-05-18,8249.240234
21,2018-05-19,8533.0
22,2018-05-20,8419.650391
23,2018-05-21,7992.75
24,2018-05-22,7505.77002
25,2018-05-23,7584.740234000001
26,2018-05-24,7475.359863
27,2018-05-25,7355.060059
28,2018-05-26,7362.22998
29,2018-05-27,7118.879883
30,2018-05-28,7474.75
31,2018-05-29,7393.02002
32,2018-05-30,7502.149901999999
33,2018-05-31,7530.549805
34,2018-06-01,7643.259765999999
35,2018-06-02,7719.75
36,2018-06-03,7503.200195
37,2018-06-04,7629.399901999999
38,2018-06-05,7661.790039
39,2018-06-06,7700.109863
40,2018-06-07,7627.52002
41,2018-06-08,7513.689941
42,2018-06-09,6773.720215
43,2018-06-10,6887.370117
44,2018-06-11,6556.939941
45,2018-06-12,6310.430176
46,2018-06-13,6643.259765999999
47,2018-06-14,6396.709961
48,2018-06-15,6503.100098
49,2018-06-16,6457.779785
50,2018-06-17,6714.819823999999
51,2018-06-18,6741.279785
52,2018-06-19,6761.27002
53,2018-06-20,6720.640137
54,2018-06-21,6051.470215
55,2018-06-22,6166.540039
56,2018-06-23,6157.779785
57,2018-06-24,6260.350098
58,2018-06-25,6088.390136999999
59,2018-06-26,6141.569824
60,2018-06-27,5871.279785
61,2018-06-28,6203.799805
62,2018-06-29,6385.379883
63,2018-06-30,6339.040039
64,2018-07-01,6615.660156
65,2018-07-02,6509.580078
66,2018-07-03,6590.060059
67,2018-07-04,6534.810059
68,2018-07-05,6602.02002
69,2018-07-06,6758.080078
70,2018-07-07,6707.379883
71,2018-07-08,6668.839844
72,2018-07-09,6306.850098
73,2018-07-10,6394.359863000001
74,2018-07-11,6253.600098
75,2018-07-12,6229.830078
76,2018-07-13,6268.75
77,2018-07-14,6364.259765999999
78,2018-07-15,6740.549805
79,2018-07-16,7326.700195
80,2018-07-17,7383.390137
81,2018-07-18,7477.5
82,2018-07-19,7333.930176000001
83,2018-07-20,7405.399901999999
84,2018-07-21,7398.640137
85,2018-07-22,7718.0
86,2018-07-23,8395.820313
87,2018-07-24,8170.22998
88,2018-07-25,7937.25
89,2018-07-26,8182.890137
90,2018-07-27,8230.870117
91,2018-07-28,8216.780273
92,2018-07-29,8176.060059
93,2018-07-30,7735.299805
94,2018-07-31,7610.899901999999
95,2018-08-01,7542.339844
96,2018-08-02,7417.600098000001
97,2018-08-03,7017.890137
98,2018-08-04,7042.390137
99,2018-08-05,6945.779785
100,2018-08-06,6723.209961
101,2018-08-07,6285.02002
102,2018-08-08,6543.240234000001
103,2018-08-09,6153.410156
104,2018-08-10,6242.540039
105,2018-08-11,6322.919922
106,2018-08-12,6263.200195
107,2018-08-13,6199.600098
108,2018-08-14,6274.220215
109,2018-08-15,6323.810059
110,2018-08-16,6591.160156
111,2018-08-17,6405.709961
112,2018-08-18,6502.180176
113,2018-08-19,6269.899902
114,2018-08-20,6491.109863000001
115,2018-08-21,6366.129883
116,2018-08-22,6538.950195
117,2018-08-23,6708.959961
118,2018-08-24,6749.560059
119,2018-08-25,6720.600098000001
120,2018-08-26,6915.72998
121,2018-08-27,7091.379883
122,2018-08-28,7052.0
123,2018-08-29,6998.759765999999
124,2018-08-30,7026.959961
125,2018-08-31,7203.459961
126,2018-09-01,7301.259765999999
127,2018-09-02,7270.049805
128,2018-09-03,7369.859863
129,2018-09-04,6705.029785
130,2018-09-05,6515.419922
131,2018-09-06,6411.779785
132,2018-09-07,6200.160156
133,2018-09-08,6249.069824
134,2018-09-09,6324.430176
135,2018-09-10,6295.540039
136,2018-09-11,6337.109863000001
137,2018-09-12,6492.0
138,2018-09-13,6486.009765999999
139,2018-09-14,6522.080078
140,2018-09-15,6502.439941
141,2018-09-16,6261.47998
142,2018-09-17,6346.439941
143,2018-09-18,6398.799805
144,2018-09-19,6505.899902
145,2018-09-20,6762.060059
146,2018-09-21,6716.600098000001
147,2018-09-22,6702.700195
148,2018-09-23,6583.529785
149,2018-09-24,6437.740234000001
150,2018-09-25,6462.600098
151,2018-09-26,6686.129883
152,2018-09-27,6635.379883
153,2018-09-28,6603.75
154,2018-09-29,6623.709961
155,2018-09-30,6594.97998
156,2018-10-01,6525.470215
157,2018-10-02,6492.259765999999
158,2018-10-03,6579.790039
159,2018-10-04,6632.870117
160,2018-10-05,6589.939941
161,2018-10-06,6601.149902
162,2018-10-07,6650.069824
163,2018-10-08,6631.790039
164,2018-10-09,6581.069824
165,2018-10-10,6209.470215
166,2018-10-11,6250.850098
167,2018-10-12,6267.27002
168,2018-10-13,6277.72998
169,2018-10-14,6612.359863000001
170,2018-10-15,6583.049805
171,2018-10-16,6574.52002
172,2018-10-17,6488.720215
173,2018-10-18,6469.279785
174,2018-10-19,6490.560059
175,2018-10-20,6509.870117
176,2018-10-21,6483.22998
177,2018-10-22,6470.220215
178,2018-10-23,6476.25
179,2018-10-24,6462.77002
180,2018-10-25,6457.209961
181,2018-10-26,6470.169922
182,2018-10-27,6470.740234000001
183,2018-10-29,6313.910156
184,2018-10-30,6309.109863000001
185,2018-10-31,6342.609863000001
186,2018-11-01,6381.299805
187,2018-11-02,6394.660156
188,2018-11-03,6376.319824
189,2018-11-04,6467.049805
190,2018-11-05,6433.740234000001
191,2018-11-06,6479.720215
192,2018-11-07,6529.680176
193,2018-11-08,6446.060059
194,2018-11-09,6377.990234000001
195,2018-11-10,6396.370117
196,2018-11-11,6408.180176
197,2018-11-12,6375.080078
198,2018-11-13,6339.169922
199,2018-11-14,5741.470215
200,2018-11-15,5647.5
201,2018-11-16,5586.27002
202,2018-11-17,5568.939941
203,2018-11-18,5615.259765999999
204,2018-11-19,4809.620117
205,2018-11-20,4441.810059
206,2018-11-21,4593.040039
207,2018-11-22,4320.680176
208,2018-11-23,4343.419922
209,2018-11-24,3854.110107
210,2018-11-25,4004.149902
211,2018-11-26,3784.5900880000004
212,2018-11-27,3822.98999
213,2018-11-28,4263.549805
214,2018-11-29,4286.689941
215,2018-11-30,4009.669922
216,2018-12-01,4197.459961
217,2018-12-02,4143.859863000001
218,2018-12-03,3871.4099119999996
219,2018-12-04,3948.4399409999996
220,2018-12-05,3737.530029
221,2018-12-06,3485.179932
222,2018-12-07,3420.570068
223,2018-12-08,3461.070068
224,2018-12-09,3592.8400880000004
225,2018-12-10,3467.1599119999996
226,2018-12-11,3401.0200200000004
227,2018-12-12,3485.5900880000004
228,2018-12-13,3305.110107
229,2018-12-14,3235.47998
230,2018-12-15,3232.51001
231,2018-12-16,3255.3701170000004
232,2018-12-17,3548.1899409999996
233,2018-12-18,3715.850098
234,2018-12-19,3736.540039
235,2018-12-20,4137.660156
236,2018-12-21,3898.8100590000004
237,2018-12-22,4045.23999
238,2018-12-23,4007.6298829999996
239,2018-12-24,4081.9499509999996
240,2018-12-25,3834.7299799999996
241,2018-12-26,3848.780029
242,2018-12-27,3646.0900880000004
243,2018-12-28,3947.860107
244,2018-12-29,3797.0600590000004
245,2018-12-30,3896.209961
246,2018-12-31,3747.389893
247,2019-01-01,3880.149902
248,2019-01-02,3961.01001
249,2019-01-03,3835.860107
250,2019-01-04,3874.0600590000004
251,2019-01-05,3855.389893
252,2019-01-06,4102.850098
253,2019-01-07,4050.399902
254,2019-01-08,4040.75
255,2019-01-09,4048.3400880000004
256,2019-01-10,3668.149902
257,2019-01-11,3669.1999509999996
258,2019-01-12,3664.3798829999996
259,2019-01-13,3551.23999
260,2019-01-14,3703.899902
261,2019-01-15,3621.23999
262,2019-01-16,3643.98999
263,2019-01-17,3685.3000490000004
264,2019-01-18,3648.0500490000004
265,2019-01-19,3729.780029
266,2019-01-20,3567.7299799999996
267,2019-01-21,3571.919922
268,2019-01-22,3602.040039
269,2019-01-23,3572.0500490000004
270,2019-01-24,3598.5200200000004
271,2019-01-25,3582.889893
272,2019-01-26,3596.5
273,2019-01-27,3565.080078
274,2019-01-28,3453.419922
275,2019-01-29,3418.25
276,2019-01-30,3467.209961
277,2019-01-31,3434.1298829999996
278,2019-02-01,3461.6298829999996
279,2019-02-02,3508.679932
280,2019-02-03,3449.6201170000004
281,2019-02-04,3431.23999
282,2019-02-05,3447.6599119999996
283,2019-02-06,3394.889893
284,2019-02-07,3375.330078
285,2019-02-08,3660.030029
286,2019-02-09,3652.26001
287,2019-02-10,3685.139893
288,2019-02-11,3611.3400880000004
289,2019-02-12,3617.4099119999996
290,2019-02-13,3605.8701170000004
291,2019-02-14,3588.719971
292,2019-02-15,3593.48999
293,2019-02-16,3617.23999
294,2019-02-17,3670.919922
295,2019-02-18,3912.570068
296,2019-02-19,3924.23999
297,2019-02-20,3974.0500490000004
298,2019-02-21,3937.040039
299,2019-02-22,3983.530029
300,2019-02-23,4149.089844
301,2019-02-24,3771.6201170000004
302,2019-02-25,3845.51001
303,2019-02-26,3817.8798829999996
304,2019-02-27,3830.719971
305,2019-02-28,3823.3701170000004
306,2019-03-01,3831.4799799999996
307,2019-03-02,3842.9399409999996
308,2019-03-03,3812.3100590000004
309,2019-03-04,3731.280029
310,2019-03-05,3874.179932
311,2019-03-06,3874.9799799999996
312,2019-03-07,3882.610107
313,2019-03-08,3868.0200200000004
314,2019-03-09,3947.73999
315,2019-03-10,3929.8400880000004
316,2019-03-11,3874.889893
317,2019-03-12,3888.570068
318,2019-03-13,3878.4399409999996
319,2019-03-14,3881.4399409999996
320,2019-03-15,3927.080078
321,2019-03-16,4027.01001
322,2019-03-17,3998.0
323,2019-03-18,3988.850098
324,2019-03-19,4024.139893
325,2019-03-20,4056.75
326,2019-03-21,3996.929932
327,2019-03-22,4000.8400880000004
328,2019-03-23,4007.209961
329,2019-03-24,3994.110107
330,2019-03-25,3924.5500490000004
331,2019-03-26,3942.219971
332,2019-03-27,4045.9799799999996
333,2019-03-28,4036.4499509999996
334,2019-03-29,4111.379883
335,2019-03-30,4118.129883
336,2019-03-31,4112.689941
337,2019-03-31,4151.319824
338,2019-04-01,4906.930176
339,2019-04-02,4976.589844
340,2019-04-03,4913.359863000001
341,2019-04-04,5047.22998
342,2019-04-05,5057.25
343,2019-04-06,5201.160156
344,2019-04-07,5294.089844
345,2019-04-08,5201.299805
346,2019-04-09,5318.600098
347,2019-04-10,5048.560059
348,2019-04-11,5081.5
349,2019-04-12,5080.660156
350,2019-04-13,5165.589844
351,2019-04-14,5037.27002
352,2019-04-15,5212.810059
353,2019-04-16,5236.259765999999
354,2019-04-17,5289.75
355,2019-04-18,5295.529785
356,2019-04-19,5326.180176
357,2019-04-20,5305.740234000001
358,2019-04-21,5394.669922
359,2019-04-22,5539.100098
360,2019-04-23,5454.580078
361,2019-04-24,5162.669922
362,2019-04-25,5234.089844
363,2019-04-26,5229.47998
364,2019-04-27,5272.450195
